pid,turkid,similarity,item,sd_item_one,sd_item_two,mean_item_one,mean_item_two,sd_focal,sd_other,mean_focal,mean_other,value_id,value
107,A1RHTHCLMX3FEE,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,22,27
107,A1RHTHCLMX3FEE,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,23,27
107,A1RHTHCLMX3FEE,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,24,29
11,A32WJMEO2ZEEBN,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,0,13
11,A32WJMEO2ZEEBN,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,1,15
11,A32WJMEO2ZEEBN,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,2,15
11,A32WJMEO2ZEEBN,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,3,17
11,A32WJMEO2ZEEBN,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,4,17
11,A32WJMEO2ZEEBN,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,5,17
11,A32WJMEO2ZEEBN,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,6,19
11,A32WJMEO2ZEEBN,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,7,19
11,A32WJMEO2ZEEBN,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,8,19
11,A32WJMEO2ZEEBN,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,9,19
11,A32WJMEO2ZEEBN,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,10,21
11,A32WJMEO2ZEEBN,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,11,21
11,A32WJMEO2ZEEBN,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,12,21
11,A32WJMEO2ZEEBN,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,13,21
11,A32WJMEO2ZEEBN,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,14,23
11,A32WJMEO2ZEEBN,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,15,23
11,A32WJMEO2ZEEBN,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,16,23
11,A32WJMEO2ZEEBN,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,17,23
11,A32WJMEO2ZEEBN,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,18,25
11,A32WJMEO2ZEEBN,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,19,25
11,A32WJMEO2ZEEBN,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,20,25
11,A32WJMEO2ZEEBN,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,21,27
11,A32WJMEO2ZEEBN,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,22,27
11,A32WJMEO2ZEEBN,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,23,27
11,A32WJMEO2ZEEBN,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,24,27
731,A1RWNYJA5X25YH,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,0,19
731,A1RWNYJA5X25YH,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,1,19
731,A1RWNYJA5X25YH,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,2,21
731,A1RWNYJA5X25YH,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,3,21
731,A1RWNYJA5X25YH,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,4,21
731,A1RWNYJA5X25YH,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,5,21
731,A1RWNYJA5X25YH,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,6,23
731,A1RWNYJA5X25YH,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,7,23
731,A1RWNYJA5X25YH,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,8,23
731,A1RWNYJA5X25YH,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,9,23
731,A1RWNYJA5X25YH,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,10,23
731,A1RWNYJA5X25YH,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,11,25
731,A1RWNYJA5X25YH,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,12,25
731,A1RWNYJA5X25YH,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,13,25
731,A1RWNYJA5X25YH,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,14,25
731,A1RWNYJA5X25YH,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,15,25
731,A1RWNYJA5X25YH,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,16,25
731,A1RWNYJA5X25YH,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,17,25
731,A1RWNYJA5X25YH,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,18,25
731,A1RWNYJA5X25YH,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,19,27
731,A1RWNYJA5X25YH,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,20,27
731,A1RWNYJA5X25YH,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,21,27
731,A1RWNYJA5X25YH,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,22,29
731,A1RWNYJA5X25YH,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,23,29
731,A1RWNYJA5X25YH,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,24,29
9,A16SJ5D3DKUEXJ,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,0,9
9,A16SJ5D3DKUEXJ,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,1,15
9,A16SJ5D3DKUEXJ,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,2,17
9,A16SJ5D3DKUEXJ,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,3,21
9,A16SJ5D3DKUEXJ,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,4,21
9,A16SJ5D3DKUEXJ,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,5,23
9,A16SJ5D3DKUEXJ,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,6,23
9,A16SJ5D3DKUEXJ,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,7,23
9,A16SJ5D3DKUEXJ,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,8,25
9,A16SJ5D3DKUEXJ,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,9,25
9,A16SJ5D3DKUEXJ,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,10,25
9,A16SJ5D3DKUEXJ,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,11,27
9,A16SJ5D3DKUEXJ,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,12,27
9,A16SJ5D3DKUEXJ,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,13,27
9,A16SJ5D3DKUEXJ,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,14,27
9,A16SJ5D3DKUEXJ,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,15,29
9,A16SJ5D3DKUEXJ,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,16,29
9,A16SJ5D3DKUEXJ,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,17,29
9,A16SJ5D3DKUEXJ,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,18,31
9,A16SJ5D3DKUEXJ,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,19,31
9,A16SJ5D3DKUEXJ,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,20,33
9,A16SJ5D3DKUEXJ,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,21,33
9,A16SJ5D3DKUEXJ,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,22,35
9,A16SJ5D3DKUEXJ,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,23,37
9,A16SJ5D3DKUEXJ,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,24,41
214,A21N82N587SG2A,Similar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,0,21
214,A21N82N587SG2A,Similar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,1,21
214,A21N82N587SG2A,Similar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,2,21
214,A21N82N587SG2A,Similar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,3,21
214,A21N82N587SG2A,Similar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,4,21
214,A21N82N587SG2A,Similar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,5,21
214,A21N82N587SG2A,Similar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,6,21
214,A21N82N587SG2A,Similar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,7,21
214,A21N82N587SG2A,Similar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,8,25
214,A21N82N587SG2A,Similar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,9,25
214,A21N82N587SG2A,Similar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,10,25
214,A21N82N587SG2A,Similar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,11,25
214,A21N82N587SG2A,Similar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,12,27
214,A21N82N587SG2A,Similar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,13,27
214,A21N82N587SG2A,Similar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,14,27
214,A21N82N587SG2A,Similar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,15,29
214,A21N82N587SG2A,Similar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,16,29
214,A21N82N587SG2A,Similar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,17,29
214,A21N82N587SG2A,Similar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,18,29
214,A21N82N587SG2A,Similar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,19,29
214,A21N82N587SG2A,Similar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,20,31
214,A21N82N587SG2A,Similar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,21,31
214,A21N82N587SG2A,Similar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,22,31
214,A21N82N587SG2A,Similar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,23,31
214,A21N82N587SG2A,Similar,item_one,Low,High,23.0,28.0,Low,High,23.0,28.0,24,31
205,A28PG3NQXF9VAA,Similar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,0,7
205,A28PG3NQXF9VAA,Similar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,1,17
205,A28PG3NQXF9VAA,Similar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,2,17
205,A28PG3NQXF9VAA,Similar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,3,19
205,A28PG3NQXF9VAA,Similar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,4,19
205,A28PG3NQXF9VAA,Similar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,5,21
205,A28PG3NQXF9VAA,Similar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,6,23
205,A28PG3NQXF9VAA,Similar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,7,23
205,A28PG3NQXF9VAA,Similar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,8,27
205,A28PG3NQXF9VAA,Similar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,9,27
205,A28PG3NQXF9VAA,Similar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,10,27
205,A28PG3NQXF9VAA,Similar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,11,27
205,A28PG3NQXF9VAA,Similar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,12,31
205,A28PG3NQXF9VAA,Similar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,13,31
205,A28PG3NQXF9VAA,Similar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,14,31
205,A28PG3NQXF9VAA,Similar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,15,31
205,A28PG3NQXF9VAA,Similar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,16,37
205,A28PG3NQXF9VAA,Similar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,17,37
205,A28PG3NQXF9VAA,Similar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,18,37
205,A28PG3NQXF9VAA,Similar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,19,39
205,A28PG3NQXF9VAA,Similar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,20,39
205,A28PG3NQXF9VAA,Similar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,21,39
205,A28PG3NQXF9VAA,Similar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,22,39
205,A28PG3NQXF9VAA,Similar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,23,41
205,A28PG3NQXF9VAA,Similar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,24,41
3,A36TE52PSYAAD6,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,0,19
3,A36TE52PSYAAD6,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,1,19
3,A36TE52PSYAAD6,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,2,21
3,A36TE52PSYAAD6,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,3,21
3,A36TE52PSYAAD6,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,4,21
3,A36TE52PSYAAD6,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,5,21
3,A36TE52PSYAAD6,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,6,21
3,A36TE52PSYAAD6,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,7,21
3,A36TE52PSYAAD6,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,8,21
3,A36TE52PSYAAD6,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,9,21
3,A36TE52PSYAAD6,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,10,21
3,A36TE52PSYAAD6,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,11,23
3,A36TE52PSYAAD6,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,12,23
3,A36TE52PSYAAD6,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,13,23
3,A36TE52PSYAAD6,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,14,23
3,A36TE52PSYAAD6,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,15,23
3,A36TE52PSYAAD6,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,16,23
3,A36TE52PSYAAD6,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,17,23
3,A36TE52PSYAAD6,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,18,23
3,A36TE52PSYAAD6,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,19,25
3,A36TE52PSYAAD6,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,20,25
3,A36TE52PSYAAD6,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,21,25
3,A36TE52PSYAAD6,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,22,25
3,A36TE52PSYAAD6,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,23,27
3,A36TE52PSYAAD6,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,24,27
220,A2SOKKU8ZSBTFY,Similar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,0,7
220,A2SOKKU8ZSBTFY,Similar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,1,11
220,A2SOKKU8ZSBTFY,Similar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,2,13
220,A2SOKKU8ZSBTFY,Similar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,3,15
220,A2SOKKU8ZSBTFY,Similar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,4,15
220,A2SOKKU8ZSBTFY,Similar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,5,15
220,A2SOKKU8ZSBTFY,Similar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,6,17
220,A2SOKKU8ZSBTFY,Similar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,7,17
220,A2SOKKU8ZSBTFY,Similar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,8,17
220,A2SOKKU8ZSBTFY,Similar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,9,19
220,A2SOKKU8ZSBTFY,Similar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,10,21
220,A2SOKKU8ZSBTFY,Similar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,11,21
220,A2SOKKU8ZSBTFY,Similar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,12,21
220,A2SOKKU8ZSBTFY,Similar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,13,23
220,A2SOKKU8ZSBTFY,Similar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,14,23
220,A2SOKKU8ZSBTFY,Similar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,15,25
220,A2SOKKU8ZSBTFY,Similar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,16,31
220,A2SOKKU8ZSBTFY,Similar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,17,31
220,A2SOKKU8ZSBTFY,Similar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,18,33
220,A2SOKKU8ZSBTFY,Similar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,19,35
220,A2SOKKU8ZSBTFY,Similar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,20,35
220,A2SOKKU8ZSBTFY,Similar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,21,37
220,A2SOKKU8ZSBTFY,Similar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,22,41
220,A2SOKKU8ZSBTFY,Similar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,23,41
220,A2SOKKU8ZSBTFY,Similar,item_one,High,High,23.0,28.0,High,High,23.0,28.0,24,43
563,A3PUU1XU4C1A3V,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,0,19
563,A3PUU1XU4C1A3V,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,1,19
563,A3PUU1XU4C1A3V,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,2,19
563,A3PUU1XU4C1A3V,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,3,19
563,A3PUU1XU4C1A3V,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,4,21
563,A3PUU1XU4C1A3V,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,5,21
563,A3PUU1XU4C1A3V,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,6,21
563,A3PUU1XU4C1A3V,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,7,21
563,A3PUU1XU4C1A3V,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,8,21
563,A3PUU1XU4C1A3V,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,9,21
563,A3PUU1XU4C1A3V,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,10,21
563,A3PUU1XU4C1A3V,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,11,23
563,A3PUU1XU4C1A3V,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,12,23
563,A3PUU1XU4C1A3V,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,13,23
563,A3PUU1XU4C1A3V,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,14,23
563,A3PUU1XU4C1A3V,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,15,23
563,A3PUU1XU4C1A3V,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,16,23
563,A3PUU1XU4C1A3V,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,17,23
563,A3PUU1XU4C1A3V,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,18,23
563,A3PUU1XU4C1A3V,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,19,23
563,A3PUU1XU4C1A3V,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,20,23
563,A3PUU1XU4C1A3V,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,21,25
563,A3PUU1XU4C1A3V,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,22,25
563,A3PUU1XU4C1A3V,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,23,25
563,A3PUU1XU4C1A3V,Dissimilar,item_one,Low,Low,23.0,28.0,Low,Low,23.0,28.0,24,25
257,A2WYJOE2OUCAQ2,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,0,17
257,A2WYJOE2OUCAQ2,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,1,19
257,A2WYJOE2OUCAQ2,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,2,19
257,A2WYJOE2OUCAQ2,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,3,21
257,A2WYJOE2OUCAQ2,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,4,21
257,A2WYJOE2OUCAQ2,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,5,21
257,A2WYJOE2OUCAQ2,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,6,21
257,A2WYJOE2OUCAQ2,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,7,23
257,A2WYJOE2OUCAQ2,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,8,23
257,A2WYJOE2OUCAQ2,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,9,23
257,A2WYJOE2OUCAQ2,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,10,25
257,A2WYJOE2OUCAQ2,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,11,25
257,A2WYJOE2OUCAQ2,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,12,25
257,A2WYJOE2OUCAQ2,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,13,25
257,A2WYJOE2OUCAQ2,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,14,27
257,A2WYJOE2OUCAQ2,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,15,27
257,A2WYJOE2OUCAQ2,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,16,27
257,A2WYJOE2OUCAQ2,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,17,29
257,A2WYJOE2OUCAQ2,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,18,29
257,A2WYJOE2OUCAQ2,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,19,31
257,A2WYJOE2OUCAQ2,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,20,33
257,A2WYJOE2OUCAQ2,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,21,35
257,A2WYJOE2OUCAQ2,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,22,37
257,A2WYJOE2OUCAQ2,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,23,39
257,A2WYJOE2OUCAQ2,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,24,43
25,A2UHF7UL7G0Y78,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,0,21
25,A2UHF7UL7G0Y78,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,1,21
25,A2UHF7UL7G0Y78,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,2,21
25,A2UHF7UL7G0Y78,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,3,21
25,A2UHF7UL7G0Y78,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,4,21
25,A2UHF7UL7G0Y78,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,5,21
25,A2UHF7UL7G0Y78,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,6,21
25,A2UHF7UL7G0Y78,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,7,21
25,A2UHF7UL7G0Y78,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,8,21
25,A2UHF7UL7G0Y78,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,9,21
25,A2UHF7UL7G0Y78,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,10,23
25,A2UHF7UL7G0Y78,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,11,23
25,A2UHF7UL7G0Y78,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,12,23
25,A2UHF7UL7G0Y78,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,13,23
25,A2UHF7UL7G0Y78,Dissimilar,item_one,High,Low,23.0,28.0,High,Low,23.0,28.0,14,23
